Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2,Gene names
0.54882,0.22575,0.55283,0.27982,0.17154,NaN,0.41239,0.35466,0.18763,0.20463,0.25758,0.65138,0.29955,0.5895,0.40343,0.34063,jbug
0.47246,0.56397,0.50017,0.6956,0.32009,0.33909,0.33329,0.48235,0.27899,0.45726,1.958,1.3241,0.50618,0.41888,0.59817,NaN,Pect
0.82415,NaN,0.43005,0.28786,NaN,NaN,0.39431,0.2834,0.70233,0.30597,NaN,NaN,0.21089,0.34163,1.4896,0.28835,bgm
0.93122,1.6057,0.2943,1.2157,1.7803,0.65399,0.71683,0.90585,0.58696,1.033,NaN,1.0961,NaN,NaN,1.2413,1.211,Ugt36Bc
0.51155,0.50114,0.70767,1.013,0.55098,0.43375,0.75903,0.99417,0.56017,0.73258,0.61575,0.55276,0.61749,0.58518,1.1821,0.70139,Papss
0.80903,1.0418,0.41052,0.4814,0.97844,NaN,0.96181,0.57312,0.30887,0.36213,1.0689,1.087,0.46092,NaN,0.65114,0.50603,NitFhit
0.44625,0.32537,2.0502,2.1651,0.31535,0.37912,3.05,3.2684,3.0761,3.2707,0.3696,0.33624,3.7709,4.3019,6.4772,7.3351,Hsp27
1.5149,0.30577,NaN,NaN,NaN,NaN,NaN,NaN,0.31893,0.30348,1.3052,NaN,NaN,0.43157,0.67,NaN,bbc
0.21576,0.21876,1.6151,1.4653,0.19206,0.1458,2.7386,3.2058,2.7659,2.695,0.099105,0.20287,2.8681,4.7618,5.7755,5.9462,Fbp2
0.2297,0.26315,0.29032,0.27205,0.37156,NaN,0.27808,0.47411,0.16155,0.35038,NaN,NaN,0.44337,0.42289,0.33082,0.27145,sdt
NaN,0.97226,0.40565,0.39213,NaN,NaN,0.41092,0.43567,0.1996,NaN,NaN,NaN,0.4901,0.51327,0.40789,0.45446,
1.346,0.3106,0.41679,0.47752,0.39436,0.35412,0.4236,0.48667,0.25473,0.25345,0.41654,0.26106,0.36245,0.38408,0.52002,0.43477,Nsf2
1.6458,1.564,2.1999,1.9324,1.8818,1.2766,1.9826,1.8137,0.86517,1.1443,1.5455,1.6497,2.2257,1.8025,1.7479,1.527,
0.39338,0.37062,0.44198,0.41826,0.88602,0.51716,0.37741,0.46472,0.24732,0.34008,0.28018,0.29504,0.34206,0.32946,0.48725,0.40332,
0.35211,0.36916,0.84967,1.2787,0.37736,0.57883,1.4961,0.95707,0.80138,1.7536,0.39398,0.37041,0.90517,0.63503,1.5758,1.0989,Fmr1
1.1313,0.84496,2.2006,2.5457,1.4512,1.1001,5.6313,5.5843,4.267,4.2868,0.39072,0.50482,5.7492,4.9688,8.252,7.355,Fbp1
0.24394,0.23505,0.22649,0.18235,0.28678,0.99664,0.25917,0.17844,0.17243,0.36452,0.8108,0.48571,0.17832,0.20384,0.33345,0.36672,
0.6937,0.56375,3.0193,2.1595,2.2685,0.70705,2.1413,2.5279,1.849,1.4124,0.54763,0.54476,2.3578,1.6753,3.5462,2.3258,Gal
0.46299,0.46235,0.86236,0.48124,0.56837,NaN,0.57345,0.5491,0.59485,NaN,0.2291,0.57197,0.95784,0.76781,1.1373,0.67502,Dab
0.33623,0.25034,NaN,0.28781,NaN,0.28283,0.42745,0.34267,0.19689,0.38324,NaN,0.24184,0.24567,0.48413,0.37619,0.33954,Drep-2
0.37947,0.3034,0.49866,0.19647,1.1456,0.36265,0.43186,0.45091,0.0974,0.19425,0.27508,0.4715,0.14876,0.23806,0.18546,0.36528,AGO2
2.5775,2.0442,2.1676,2.547,1.14,0.98218,0.86422,0.90712,0.86819,1.0552,2.5485,2.1515,2.1965,2.1568,1.6438,1.5705,CG1665-RA
0.52403,6.3749,0.62989,0.45947,0.70223,NaN,0.5323,0.52,0.35085,4.7542,0.65131,7.4883,11.273,1.6855,0.66376,0.62807,Gint3
2.0254,1.6089,1.8542,1.7655,1.3545,1.196,1.4868,1.6225,0.90501,0.96383,1.3863,1.5707,1.7644,1.889,1.703,1.6533,
0.67929,0.71916,2.6077,2.5391,0.91784,0.75489,3.8921,4.6599,4.0093,3.8718,0.31085,0.25924,4.5918,4.6136,7.4843,8.3694,Lsp1alpha
1.567,1.1055,1.7646,NaN,1.1624,1.1899,1.6736,1.9199,1.2759,1.8045,1.1662,1.2725,NaN,NaN,2.3775,1.7502,Hrd3
0.54923,0.42944,0.47409,0.27131,0.42006,0.49799,0.70325,0.42675,0.3192,0.50492,0.39445,0.27828,0.53042,0.38728,0.58586,0.3949,Liprin-alpha
2.7573,2.2806,0.69545,0.65391,NaN,2.201,1.2391,1.1372,0.69654,0.69565,3.4127,2.7766,0.94686,1.0328,1.2765,1.2478,Obp56g
0.33004,0.35549,0.52171,0.72888,0.51755,0.29689,0.33428,0.24863,0.2354,0.21997,0.38026,0.41259,0.69332,0.58071,0.42801,0.34742,Osbp
NaN,0.22153,0.29527,0.33851,0.34564,0.32209,0.3567,0.27271,0.20005,0.1905,0.2133,NaN,0.32724,0.26559,0.36304,0.18649,Pvr
0.56881,0.5475,0.73365,0.83795,1.263,0.52631,0.78757,NaN,0.50778,0.74396,0.43966,0.57688,1.0021,0.81912,0.92036,0.89548,qm
0.24752,0.34064,NaN,0.62267,NaN,0.5229,0.53566,0.4048,0.38802,0.39498,0.42926,NaN,NaN,NaN,0.70004,NaN,dock
1.2479,0.99223,0.90119,1.3897,1.4572,0.74225,0.91374,1.0451,0.89755,1.3259,0.65109,0.66803,1.2265,1.3227,1.6189,1.3207,
0.34816,0.27587,0.36793,0.46264,0.19133,0.4121,0.44291,0.51252,0.37758,0.37605,0.38733,0.24924,0.51825,1.4231,0.67933,0.45048,Aats-asp
0.13082,0.199,0.096521,0.093113,0.18704,0.1778,0.071877,0.072254,0.040514,0.037804,0.1922,0.11666,0.063697,0.08993,0.072844,0.062,
0.30521,NaN,0.67653,0.82565,0.61993,NaN,0.28141,NaN,0.22573,0.16297,0.6995,0.62531,0.30581,0.32456,0.40084,0.44772,PIP5K59B
1.51,1.5814,0.79154,0.90128,1.4693,1.201,0.77968,0.85961,0.83937,0.78405,1.5097,1.6193,1.1514,1.2854,1.489,1.4017,Scp1
1.0853,1.5161,2.6098,0.53089,1.2117,0.83408,0.39735,0.52365,0.39297,0.46307,1.1933,1.0331,0.49034,0.48304,0.68984,0.45016,CG10361-RA
0.80509,1.0693,1.06,0.91664,NaN,NaN,1.1765,1.4555,0.63249,0.76473,0.9703,0.83341,NaN,NaN,1.1089,0.78793,CG17493
1.1085,0.9955,0.99122,NaN,NaN,NaN,NaN,1.394,0.63945,0.75999,0.66271,NaN,1.0058,1.1161,1.1204,0.74162,CG5110
1.2069,1.0282,1.9295,1.6845,0.9163,0.84896,1.5514,1.6088,1.3326,1.743,0.99553,1.01,1.5703,1.9167,2.3307,2.3485,Cpr51A
0.55242,0.52282,0.63674,NaN,NaN,NaN,0.48647,0.47708,0.21783,NaN,NaN,0.54272,0.78318,NaN,0.37931,0.41188,
0.3247,0.31167,0.3709,0.32488,0.33972,0.16905,0.26035,0.37448,0.22338,0.28196,0.21542,0.24829,0.3137,0.4625,0.3871,0.28298,Src42A
0.34682,0.34906,0.29824,0.28459,0.378,0.49139,0.26144,0.38743,0.18665,0.23505,0.44327,0.42761,0.30826,0.28651,0.32104,0.2608,
0.47785,0.4293,1.0818,1.7048,1.6141,0.54404,1.5473,0.94082,0.72527,NaN,0.4597,0.51246,1.5141,NaN,1.2466,1.1371,
0.55704,NaN,0.85724,0.65952,0.54304,NaN,0.58989,NaN,0.42027,0.71373,NaN,NaN,0.62799,0.49873,0.72126,0.635,CG6723-RA
0.22758,0.1835,0.12318,0.1364,0.20492,0.28942,0.2052,0.11732,0.084714,0.13543,0.19728,0.18928,0.15596,0.18261,0.14498,0.15249,
0.89455,NaN,1.9655,0.89855,1.2511,NaN,1.1945,1.0815,1.5867,NaN,0.87209,0.80174,0.78149,0.95375,2.6945,1.5467,
1.4704,0.97261,1.8454,NaN,NaN,0.71381,NaN,2.2176,0.99377,NaN,0.82262,0.81745,2.1368,2.9816,1.6797,1.5265,scb
0.21793,0.24992,0.29716,0.24338,0.20212,0.21216,0.25386,0.27248,0.24016,0.22744,0.22022,0.22197,0.37261,0.34863,0.40575,0.36429,l(2)01289
0.83896,0.95918,0.62793,0.74241,0.90359,0.67765,0.75447,0.71133,0.43481,0.59835,0.86099,0.88038,0.52446,0.66433,0.72959,0.70392,
0.45238,NaN,NaN,NaN,0.49717,NaN,NaN,0.57417,0.22562,0.27206,0.2985,1.0573,0.36955,0.25735,0.37659,0.26158,
0.47118,0.36494,0.45111,0.45104,0.42273,0.32275,0.39097,0.46336,0.27983,0.37608,0.48313,0.4415,0.44319,0.40819,0.46543,0.38764,
4.317,3.731,1.8498,1.895,3.5508,4.1917,1.6938,1.8407,0.56499,0.57756,3.6277,3.4888,1.6206,1.6359,0.93953,1.0148,vir-1
0.26762,0.32209,0.43265,0.4164,0.39305,0.2916,0.32404,0.42157,0.29966,0.30755,0.3646,0.2542,0.47318,0.42838,0.49409,0.62934,mys
0.81855,0.87217,4.2397,1.2026,1.0249,0.72489,1.7186,1.0502,1.0459,1.2683,1.0262,5.8346,7.2308,1.5348,1.718,1.1768,
0.32062,0.32289,0.71351,0.51372,0.52537,0.54323,0.66689,0.52507,0.47455,0.61238,0.30138,0.70633,0.81363,0.58526,0.77783,0.54275,CG31751-RA
0.28982,0.40779,0.28552,0.38967,0.30477,0.34211,0.31207,0.6384,0.23191,0.2865,0.33403,0.40152,0.49587,0.34506,0.37932,0.40032,kst
6.8227,0.2628,0.36373,0.30489,0.27497,2.4018,0.44074,0.29553,0.25475,0.31221,0.39672,0.37425,0.3996,0.42101,0.41555,0.30792,
0.96798,0.86082,1.6704,1.1272,1.2582,NaN,1.5195,1.3086,1.0416,NaN,0.90913,0.87792,1.6556,1.6333,1.6829,1.8707,
0.40372,0.7279,1.4433,NaN,0.41278,0.48661,NaN,NaN,2.1529,2.7485,0.59246,0.3889,NaN,1.924,3.4702,NaN,mRpL1
0.32494,0.31802,0.57763,0.4724,0.23483,0.57775,0.56307,0.4755,0.29027,0.30126,0.63367,0.36036,0.61404,0.56949,0.46783,0.5782,EG:22E5.5
0.94479,1.1116,1.3769,0.95357,1.0911,0.95436,1.1895,1.0255,0.66095,0.90728,1.0168,1.3388,1.1078,1.108,1.0652,1.3699,Tep3
0.91955,0.71671,1.2273,0.68629,NaN,NaN,0.58422,0.58691,0.61407,0.81679,0.78534,1.3023,0.95443,0.79925,0.98583,0.87339,
2.4957,0.56349,NaN,0.26793,0.81584,NaN,0.1925,0.21484,0.47778,0.15155,NaN,1.0341,1.449,0.71387,0.76629,0.49128,PI4KIIIalpha
0.47696,0.4728,0.54665,0.51988,NaN,0.50715,0.49541,0.50089,0.44018,0.59789,0.50841,0.50793,NaN,NaN,0.70539,0.53676,Gbeta5
2.1027,1.1581,1.6805,1.5926,NaN,NaN,1.7036,NaN,1.5005,1.189,1.3041,1.6706,NaN,NaN,2.4019,1.6993,CG6208-RA
0.4424,0.3997,0.24434,NaN,0.21705,NaN,0.25501,0.18074,0.2566,0.17947,NaN,NaN,0.33371,0.35666,0.41016,0.19999,Pkc98E
0.70206,0.5994,1.5431,1.1424,0.54917,0.48167,1.2859,1.1845,1.0247,1.5419,0.55044,0.49913,1.4367,1.6652,1.6376,1.3951,CG7770
2.6341,2.5846,1.0726,1.6905,3.7085,2.4299,1.2824,1.4028,1.0396,1.4571,2.9738,3.6202,1.4399,1.0165,1.661,1.7435,Prm
0.48177,0.61302,0.6043,0.62378,0.67536,0.67478,0.57035,0.65058,0.39964,0.41908,0.65866,0.80994,0.57032,0.55725,0.63818,0.55105,CG1090
1.7298,2.1493,1.428,1.3396,2.0684,2.0214,1.1822,1.3817,0.69109,0.68444,2.3409,2.1663,1.187,1.2693,1.1028,1.1492,CG1358-RB
0.23824,0.16747,0.23624,0.20408,0.15443,0.13472,0.22818,0.239,0.22027,0.16813,0.18977,0.15348,0.25294,0.25482,0.35041,0.64831,Mlp84B
0.39064,0.43082,0.45498,0.42877,0.46734,0.32966,0.52901,0.48826,0.2743,0.3649,0.39123,0.42184,0.48047,0.40956,0.43553,0.39787,Drat
3.3654,3.1542,2.63,2.6451,3.9622,2.7912,2.1985,2.256,0.88558,0.93772,4.8107,4.3104,2.4839,2.8426,1.3994,1.3364,Tsp42Ed
0.91155,0.95797,2.0505,1.4665,1.1565,0.84851,1.1418,1.5887,0.94236,1.5594,0.8626,0.84678,1.7567,NaN,1.489,1.9991,Nrt
0.1921,0.19552,0.46378,0.49036,0.17004,0.14389,0.54334,0.61114,0.45594,0.38398,0.19497,0.15038,0.61134,0.52316,0.71937,0.55162,Cct5
0.97197,1.5432,0.46563,0.41795,0.97497,0.89881,0.49462,0.34136,0.27697,0.39772,1.3128,1.1723,0.49129,0.5398,0.43577,0.45633,LKR
8.1125,7.6656,2.984,5.146,4.2723,6.524,3.1621,3.0933,2.2565,3.0241,4.9745,3.9568,3.2219,3.4959,3.5214,1.962,Neb-cGP
0.54035,0.42928,1.3003,1.3472,0.47645,0.46285,1.285,1.5814,1.1805,NaN,0.45918,0.51054,1.1744,1.2054,1.8413,1.7792,Rbp9
0.25135,0.22301,0.75784,0.70265,0.24151,0.2265,1.0915,1.2151,1.0687,1.226,0.19338,0.22789,1.4245,1.4331,1.6596,2.0365,Hsp26
0.4893,0.64808,1.0159,0.59356,0.73023,NaN,0.91094,1.0898,0.52318,0.69141,0.86618,0.84797,0.73927,0.87985,0.81198,0.8142,Rab35
0.38875,0.41436,1.5374,1.4464,0.43536,0.35275,1.6563,1.7931,1.553,2.0915,0.50562,0.67543,NaN,NaN,2.4064,2.699,Skeletor
2.5312,1.9659,1.4298,1.0781,1.9012,1.7545,1.3647,1.2993,0.96362,0.9151,2.192,1.9178,1.2643,1.5011,1.492,1.3553,CoVa
3.9098,3.235,2.4176,2.2926,2.6476,NaN,2.0329,1.8091,1.1934,1.3432,4.4396,4.5555,NaN,NaN,1.8258,2.1062,CG34423-RA
0.31077,0.31012,0.41489,0.39529,0.47316,0.41838,0.39868,0.51142,0.24697,0.24557,0.36195,0.39153,0.38988,0.46343,0.37755,0.30164,G-salpha60A
3.3309,2.4949,2.1468,1.9479,1.8483,2.3091,1.9415,NaN,2.0542,1.739,1.6098,2.4685,2.0736,NaN,3.1392,NaN,TpnC41C
0.24889,0.2457,0.28124,0.24024,0.3184,0.27317,0.25061,0.29013,0.1697,0.16233,0.27525,0.2692,0.27059,0.27084,0.2593,0.26681,Rop
0.48567,0.46916,1.0721,1.1585,0.64309,0.42934,1.1814,1.0997,0.97097,1.1681,0.72913,0.61783,1.0176,1.1884,1.4819,1.4193,RpL39
1.2898,1.3507,1.4453,1.6436,1.057,0.79996,1.1386,1.3127,1.105,1.052,1.4086,1.3772,1.6768,1.4417,1.676,1.6271,
0.53132,0.54517,0.86661,0.68277,0.46138,0.39168,0.76519,0.7862,0.56735,0.69201,0.54132,0.56445,0.64999,0.71556,0.85947,0.9241,Mcr
0.14459,0.13383,0.14891,0.21182,0.32664,0.25799,0.13034,0.14089,0.11608,0.11542,0.12199,0.11774,0.13198,0.14744,0.17579,0.15222,LanB1
0.2439,0.33925,0.23653,0.2846,0.29587,0.33523,0.25251,0.31091,0.25798,0.21197,0.28218,0.31938,0.31499,0.27279,0.39063,0.35239,
0.82098,NaN,NaN,NaN,NaN,NaN,0.87622,NaN,0.46478,0.45681,NaN,0.98409,1.1919,NaN,0.70238,0.79247,l(1)G0193
NaN,NaN,0.16886,0.19543,NaN,0.44084,0.15941,NaN,0.1159,0.12881,NaN,NaN,0.22047,0.18765,0.17462,NaN,Cha
1.6105,NaN,0.90881,1.0963,7.9473,NaN,0.76567,0.92685,0.52193,0.57481,1.0706,NaN,0.87559,0.73416,0.78397,0.66286,
2.1914,1.9636,0.86403,1.1493,2.1403,1.6928,0.9581,0.94899,0.92692,0.89163,1.9172,2.2567,1.1019,0.99084,1.3836,0.93616,levy
0.58245,0.57915,0.72942,0.56727,0.56473,0.46931,0.8039,0.66616,0.50771,0.61923,0.57831,0.53835,0.99385,0.81834,0.75681,0.85175,tral
0.53279,0.62662,0.83171,0.78416,0.64137,0.7146,0.75908,0.84223,0.55459,0.60318,0.97316,0.63155,0.6898,0.66923,0.82615,0.82446,CG3967
0.81619,0.87798,1.3143,1.2172,0.67669,0.49339,1.1719,0.92447,1.0555,1.1536,0.6104,0.84057,1.2,NaN,1.5691,NaN,CSN3
0.66145,0.70522,0.55545,0.5472,0.71271,0.59447,0.47157,0.52689,0.38231,0.42092,0.74618,0.80788,0.53801,0.56173,0.56832,0.54265,Treh
0.92474,1.1073,0.89076,0.91293,1.1221,1.0848,0.81138,0.8342,0.55418,0.64184,1.1983,1.1097,0.80892,0.81947,0.82078,0.77198,futsch
0.2689,NaN,NaN,NaN,0.34884,NaN,NaN,0.29484,0.26186,NaN,NaN,NaN,NaN,0.40243,0.38775,NaN,
0.7669,0.79479,1.1071,0.89046,1.2335,0.95992,1.0332,0.99962,0.72366,0.80228,1.0342,1.0092,1.231,0.94736,1.0701,0.89268,Eaat1
0.22228,0.59126,0.54023,5.7711,0.38653,0.29857,1.9932,1.785,0.45766,0.3151,0.74374,0.42504,4.2172,0.26396,0.67609,0.48606,mgl
3.6672,3.2171,2.9018,2.8055,2.9763,3.0673,2.8685,2.5556,1.6617,1.9559,3.5682,3.7738,2.3162,2.4393,2.453,2.4385,
1.2773,1.0992,1.5206,1.645,1.2201,0.95814,1.5395,1.5406,1.2725,1.2666,1.2583,1.1462,1.485,1.4804,1.8762,1.7709,CG4893
0.3965,0.51453,0.57398,0.45628,0.54693,0.54177,0.52694,0.45114,0.31417,0.45014,0.3979,0.70262,0.46578,0.53856,0.46277,0.42117,gish
2.5573,2.1108,4.3327,4.6812,NaN,1.9945,3.4654,3.4916,3.6538,4.2871,3.0085,2.8239,NaN,3.907,5.343,5.1779,CG13043-RA
0.19183,0.2256,0.39821,0.37736,0.19086,0.30915,0.51342,0.40309,0.27209,0.33708,0.22339,0.21067,0.33067,0.43782,0.39782,0.31954,
0.97487,1.0031,1.1293,0.90182,1.5096,1.0674,0.77203,0.84251,0.61882,0.56993,1.048,1.1431,0.95437,NaN,0.90391,0.86834,
0.89758,1.0121,0.82867,0.87017,NaN,NaN,1.586,0.51081,0.36395,0.50031,0.52082,0.77037,0.65854,0.5908,0.53137,0.52152,
0.65178,0.9003,0.9585,0.90076,0.65968,0.61612,0.95216,2.2467,0.7446,0.91008,0.85148,1.016,0.7916,0.94012,1.0824,0.77215,
0.87249,0.80071,NaN,1.02,0.86163,0.59084,0.89047,1.0485,1.3366,1.2092,0.7429,0.68919,4.4266,1.3165,1.9422,1.5593,SmD2
0.70094,0.7774,0.41159,0.42886,0.7858,0.64358,0.44775,0.46196,0.43872,0.44696,0.96093,0.96712,0.66494,0.68773,0.63584,0.6432,Gpo-1
0.20484,0.20386,0.24013,0.1648,0.24031,0.23214,0.35599,0.21811,0.18511,0.17506,0.13142,0.21272,0.22591,0.2051,0.26789,0.13493,Ank
0.6528,0.69697,1.3483,0.83643,0.66686,NaN,0.77295,0.76734,0.41551,0.37863,0.60616,0.54767,0.58932,0.42671,0.60126,0.53448,
0.54485,0.61721,1.0747,0.8096,0.8269,0.65144,0.85911,0.89799,0.61098,0.78724,0.74154,0.74242,0.9906,0.82943,0.88136,0.85266,Cdc42
0.16073,0.13082,1.1513,1.3129,0.12051,0.10477,1.8896,1.9449,1.4858,1.7805,0.063382,0.076122,1.8783,2.2103,2.1394,2.0269,TpnC73F
0.78903,0.9249,0.4442,0.82661,1.0692,0.97797,0.71582,0.70012,0.55224,0.73185,0.85109,1.0518,0.75932,0.79866,0.79287,0.62878,
0.97027,0.62986,0.56937,0.64946,0.67529,0.50071,1.1818,1.3603,0.45388,0.2253,0.71733,0.62287,0.59064,0.77038,0.64931,0.54872,CG5830-RA
0.9365,0.98669,1.7983,1.6165,0.97609,0.74238,1.3421,1.3788,1.0463,1.5218,0.76606,0.69826,1.7753,1.9285,1.4936,1.4353,ome
1.0847,1.0122,1.549,NaN,0.61356,0.88529,1.5708,1.4211,1.395,1.3504,0.9612,0.93222,1.7399,1.3644,1.9876,NaN,CG13364
1.2717,1.4607,1.0405,1.0647,1.1537,1.2261,1.0174,1.0502,0.75102,0.71877,1.1152,1.2933,1.0084,0.89181,1.0698,0.78759,14-3-3zeta
NaN,4.5923,1.8113,2.2261,NaN,NaN,1.653,1.6161,1.539,2.0049,5.0333,NaN,2.2829,2.1043,2.1893,1.9484,
0.57475,0.62426,0.81269,0.76025,0.61041,0.83494,0.85534,1.0838,0.55384,0.93492,0.68465,0.63525,0.70969,0.76246,0.78674,0.82342,Arp14D;Arp2
0.1859,0.19652,0.20856,0.29671,0.17538,0.18085,0.17543,0.2176,0.24335,0.17427,0.2647,0.21687,0.30816,0.23512,0.34533,0.34143,Zasp52
0.92968,1.2248,1.1038,1.0106,1.1851,1.1914,1.0023,1.1149,0.68952,0.70162,1.133,1.2693,0.9683,0.86819,0.97754,0.73929,
0.20817,0.21942,0.2831,0.31104,0.30535,0.22381,0.28542,0.27122,0.18867,0.21129,0.27939,0.25696,0.23774,0.27911,0.26716,0.30011,AP-1-2beta
0.60086,0.61936,0.7388,0.67473,0.81942,0.676,0.65484,0.64786,0.41512,0.45719,0.8171,0.81819,0.62113,0.65047,0.58733,0.57945,eys
1.7494,1.466,0.90633,0.87582,1.4888,1.3789,0.86476,0.91339,0.57014,0.6291,2.0069,1.6587,0.87528,0.89462,0.80464,0.71876,Pmi
1.2179,1.0432,0.96322,0.95772,1.1955,0.94354,1.0263,0.86951,0.68183,0.65409,1.24,0.96309,0.85522,0.89642,0.96179,0.87327,jdp
1.466,1.1784,1.9146,2.1668,0.99798,0.91607,1.9373,1.6014,1.1762,1.6196,1.1841,1.0174,2.2217,1.8035,1.6585,1.4784,CG10641
0.1807,0.22106,0.3406,0.34124,0.16844,0.18429,0.30906,0.33296,0.36462,0.34668,0.23424,0.22461,0.33337,0.31476,0.51004,0.37634,
0.22612,0.20416,0.21894,0.31898,0.2948,0.16265,0.25629,0.24029,0.20001,0.14846,0.23197,0.22017,0.2533,0.36547,0.27974,0.30657,Rya-r44F
1.2319,1.8305,2.1402,1.7482,1.5199,NaN,1.925,1.684,1.0439,1.615,1.6402,1.9621,1.4991,1.7411,1.4584,1.5067,CG15173
1.7758,2.0351,1.3135,1.6617,1.9815,1.8966,1.0523,2.116,1.0136,1.4866,2.8037,2.1475,1.9451,1.5059,1.4158,1.3379,
0.42392,0.36993,0.66663,0.6432,0.31887,0.23746,0.56997,0.593,0.5864,0.64963,0.31101,0.28416,0.65953,0.54404,0.8179,0.83667,Act42A
0.46464,0.41685,0.8331,0.87598,0.46007,0.55,0.87178,0.98249,0.76775,0.94668,0.39842,0.34218,0.86502,0.95507,1.0693,0.95953,Capr
0.17645,0.25022,0.12983,0.18374,0.42234,0.30738,0.18694,0.30305,0.1602,0.12582,0.23388,0.24089,0.14382,0.20534,0.22307,0.30908,Rbcn-3A
0.92196,1.1726,0.78746,0.75092,1.9515,1.2907,0.7207,0.90105,0.60036,0.57162,1.3267,1.477,0.75654,0.75866,0.83579,0.76538,Fas1
1.3678,1.3276,1.3507,1.5739,1.1868,1.1333,1.2081,1.7918,1.1054,1.4234,1.464,1.4203,1.4422,1.5224,1.5387,1.3616,
1.3292,1.3155,1.4379,1.6313,1.3977,1.1698,1.4861,1.4784,1.1502,0.9509,1.5178,1.599,1.3995,1.3773,1.5955,1.6438,His1:CG33858;His1;His1:CG33807;His1:CG33834
0.27754,0.29119,0.40629,0.39601,0.37059,0.31381,0.36789,0.34461,0.26607,0.25895,0.31663,0.33704,0.3829,0.37082,0.36846,0.34161,CaMKII
0.85467,0.85618,1.2305,1.0756,0.98892,0.75205,0.96233,0.8284,0.64433,0.75691,0.76192,1.0907,0.91499,0.7914,0.89114,0.80106,Nmdmc
0.31781,0.35576,0.38618,0.36153,0.52111,0.49166,0.42987,0.39959,0.26602,0.27551,0.4862,0.45398,0.38396,0.38229,0.3676,0.34014,G-oalpha47A
1.653,1.7355,1.1972,1.1252,1.3165,1.2458,1.1362,0.9444,0.79215,0.8973,1.4705,1.6555,1.0701,1.0115,1.0936,0.80191,Argk
0.86925,0.73903,0.98698,1.0902,0.70869,0.65978,0.89909,1.1026,0.78958,0.84952,0.62793,0.63616,0.92363,0.93325,1.0813,0.76508,Aats-trp
NaN,2.4162,NaN,0.86507,2.598,NaN,5.3945,NaN,0.45603,NaN,0.56349,0.78612,1.9529,NaN,0.62432,2.5142,
3.213,3.319,1.8083,2.0217,2.463,2.4116,1.9278,1.6601,1.8443,1.6327,2.497,2.9874,2.2035,2.3291,2.5249,2.3036,
0.10232,0.088554,0.23986,0.20028,0.082307,0.12105,0.31051,0.27461,0.2601,0.2967,0.090136,0.095148,0.2529,0.26349,0.3558,0.27037,Tcp-1eta
0.20165,0.22753,1.1443,1.2366,0.20865,0.18137,2.0625,2.3376,3.5242,3.5792,0.22722,0.22976,4.2737,4.3272,4.8145,5.1701,Lsp2
1.5534,1.5068,1.2997,1.3511,1.2118,1.3248,1.3681,1.284,1.3526,1.3837,1.4406,1.4877,1.8616,1.7551,1.8472,1.6764,wupA
0.47492,0.44288,0.76019,0.80223,0.60841,0.40593,0.7227,0.63957,0.60326,0.52419,0.46045,0.5475,0.59726,0.76878,0.82283,0.86178,
0.78172,0.90223,1.03,1.0471,0.98701,0.64567,0.92077,0.90439,0.7881,0.75797,NaN,NaN,0.95452,1.1041,1.0748,1.0356,
1.5424,1.4827,1.4782,1.2623,NaN,NaN,1.2905,1.1116,0.88347,0.98742,1.4202,1.6369,1.2314,1.4369,1.2048,1.2078,CHMP2B
0.60736,0.33885,0.26754,0.4128,0.37031,0.25125,0.25378,0.57233,0.26205,0.3391,0.42776,0.37583,0.5532,0.42427,0.35714,0.31795,Apoltp
0.98741,1.0508,0.68531,0.68989,1.2156,0.99588,0.59004,0.65136,0.38128,0.38876,1.2856,1.3212,0.58506,0.61433,0.5194,0.57608,CG1814-RA;CG1814-RB
0.22538,0.18502,0.29674,0.23172,0.22327,0.14698,0.32609,0.23445,0.20911,0.25635,0.23606,0.20863,0.22143,0.23553,0.28432,0.22394,pzg
0.21017,0.27378,0.3361,0.32218,0.18741,0.30916,NaN,0.34033,0.31955,NaN,0.15118,0.20102,0.33767,0.3423,0.43442,0.50066,
0.8451,0.73743,2.0821,2.1218,1.014,0.8764,1.7539,1.8561,1.3288,1.6469,0.75008,0.73194,1.4868,NaN,1.8055,2.2492,Cpr49Ac
0.28956,0.22592,3.091,3.1623,0.20928,0.24361,2.8013,2.9069,4.667,4.1824,0.25434,0.28754,4.4652,4.9514,6.3183,7.0799,Pu
0.1711,0.21992,0.14607,0.11182,0.15228,0.14009,0.13732,0.14363,0.094767,0.10579,0.17723,0.20532,0.11205,0.14071,0.12825,0.12617,
0.57079,0.56209,0.52849,0.49316,0.62902,0.51378,0.45737,0.47691,0.32066,0.31321,0.5932,0.60921,0.46208,0.48845,0.43327,0.40513,brp
0.24763,0.19102,0.42114,0.56073,0.20037,0.23033,0.47734,0.72958,0.46516,0.48835,0.19931,0.24548,0.77884,0.89737,0.628,0.75051,Map205
4.837,4.2288,0.53229,0.54567,5.2472,5.0194,0.48935,0.48765,0.37206,0.36894,5.8528,6.6741,0.56034,0.52602,0.50159,0.49879,
